name	min_sharpe	mean_sharpe	mean_return	coverage	meets_target
hybrid c0.95 s10 w0.4 c5	0.5313	0.5911	0.0887	12.06%	False
hybrid c0.95 s10 w0.4 c10	-0.0542	-0.0493	-0.0122	12.06%	False
hybrid c0.95 s10 w0.5 c5	0.5313	0.5911	0.0887	12.06%	False
hybrid c0.95 s10 w0.5 c10	-0.0542	-0.0493	-0.0122	12.06%	False
hybrid c0.95 s12 w0.1 c5	0.5440	0.6053	0.0918	12.06%	False
hybrid c0.95 s12 w0.1 c10	-0.0290	-0.0264	-0.0089	12.06%	False
hybrid c0.95 s12 w0.2 c5	0.5440	0.6053	0.0918	12.06%	False
hybrid c0.95 s12 w0.2 c10	-0.0290	-0.0264	-0.0089	12.06%	False
hybrid c0.95 s12 w0.3 c5	0.5440	0.6053	0.0918	12.06%	False
hybrid c0.95 s12 w0.3 c10	-0.0290	-0.0264	-0.0089	12.06%	False
hybrid c0.95 s12 w0.4 c5	0.5440	0.6053	0.0918	12.06%	False
hybrid c0.95 s12 w0.4 c10	-0.0290	-0.0264	-0.0089	12.06%	False
hybrid c0.95 s12 w0.5 c5	0.5440	0.6053	0.0918	12.06%	False
hybrid c0.95 s12 w0.5 c10	-0.0290	-0.0264	-0.0089	12.06%	False
hybrid c0.95 s14 w0.1 c5	0.5561	0.6186	0.0947	12.06%	False
hybrid c0.95 s14 w0.1 c10	-0.0069	-0.0063	-0.0059	12.06%	False
hybrid c0.95 s14 w0.2 c5	0.5561	0.6186	0.0947	12.06%	False
hybrid c0.95 s14 w0.2 c10	-0.0069	-0.0063	-0.0059	12.06%	False
hybrid c0.95 s14 w0.3 c5	0.5561	0.6186	0.0947	12.06%	False
hybrid c0.95 s14 w0.3 c10	-0.0069	-0.0063	-0.0059	12.06%	False
hybrid c0.95 s14 w0.4 c5	0.5561	0.6186	0.0947	12.06%	False
hybrid c0.95 s14 w0.4 c10	-0.0069	-0.0063	-0.0059	12.06%	False
hybrid c0.95 s14 w0.5 c5	0.5561	0.6186	0.0947	12.06%	False
hybrid c0.95 s14 w0.5 c10	-0.0069	-0.0063	-0.0059	12.06%	False
hybrid c0.95 s16 w0.1 c5	0.5662	0.6299	0.0970	12.06%	False
hybrid c0.95 s16 w0.1 c10	0.0089	0.0099	-0.0034	12.06%	False
hybrid c0.95 s16 w0.2 c5	0.5662	0.6299	0.0970	12.06%	False
hybrid c0.95 s16 w0.2 c10	0.0089	0.0099	-0.0034	12.06%	False
hybrid c0.95 s16 w0.3 c5	0.5662	0.6299	0.0970	12.06%	False
hybrid c0.95 s16 w0.3 c10	0.0089	0.0099	-0.0034	12.06%	False
hybrid c0.95 s16 w0.4 c5	0.5662	0.6299	0.0970	12.06%	False
hybrid c0.95 s16 w0.4 c10	0.0089	0.0099	-0.0034	12.06%	False
hybrid c0.95 s16 w0.5 c5	0.5662	0.6299	0.0970	12.06%	False
hybrid c0.95 s16 w0.5 c10	0.0089	0.0099	-0.0034	12.06%	False
hybrid c0.95 s18 w0.1 c5	0.5557	0.6182	0.0956	12.06%	False
hybrid c0.95 s18 w0.1 c10	0.0045	0.0050	-0.0043	12.06%	False
hybrid c0.95 s18 w0.2 c5	0.5557	0.6182	0.0956	12.06%	False
hybrid c0.95 s18 w0.2 c10	0.0045	0.0050	-0.0043	12.06%	False
hybrid c0.95 s18 w0.3 c5	0.5557	0.6182	0.0956	12.06%	False
hybrid c0.95 s18 w0.3 c10	0.0045	0.0050	-0.0043	12.06%	False
hybrid c0.95 s18 w0.4 c5	0.5557	0.6182	0.0956	12.06%	False
hybrid c0.95 s18 w0.4 c10	0.0045	0.0050	-0.0043	12.06%	False
hybrid c0.95 s18 w0.5 c5	0.5557	0.6182	0.0956	12.06%	False
hybrid c0.95 s18 w0.5 c10	0.0045	0.0050	-0.0043	12.06%	False
hybrid c0.95 s20 w0.1 c5	0.5193	0.5777	0.0895	12.06%	False
hybrid c0.95 s20 w0.1 c10	-0.0299	-0.0271	-0.0094	12.06%	False
hybrid c0.95 s20 w0.2 c5	0.5193	0.5777	0.0895	12.06%	False
hybrid c0.95 s20 w0.2 c10	-0.0299	-0.0271	-0.0094	12.06%	False
hybrid c0.95 s20 w0.3 c5	0.5193	0.5777	0.0895	12.06%	False
hybrid c0.95 s20 w0.3 c10	-0.0299	-0.0271	-0.0094	12.06%	False
hybrid c0.95 s20 w0.4 c5	0.5193	0.5777	0.0895	12.06%	False
hybrid c0.95 s20 w0.4 c10	-0.0299	-0.0271	-0.0094	12.06%	False
hybrid c0.95 s20 w0.5 c5	0.5193	0.5777	0.0895	12.06%	False
hybrid c0.95 s20 w0.5 c10	-0.0299	-0.0271	-0.0094	12.06%	False
hybrid c0.95 s22 w0.1 c5	0.4915	0.5468	0.0851	12.06%	False
hybrid c0.95 s22 w0.1 c10	-0.0554	-0.0503	-0.0132	12.06%	False
hybrid c0.95 s22 w0.2 c5	0.4915	0.5468	0.0851	12.06%	False
hybrid c0.95 s22 w0.2 c10	-0.0554	-0.0503	-0.0132	12.06%	False
hybrid c0.95 s22 w0.3 c5	0.4915	0.5468	0.0851	12.06%	False
hybrid c0.95 s22 w0.3 c10	-0.0554	-0.0503	-0.0132	12.06%	False
hybrid c0.95 s22 w0.4 c5	0.4915	0.5468	0.0851	12.06%	False
hybrid c0.95 s22 w0.4 c10	-0.0554	-0.0503	-0.0132	12.06%	False
hybrid c0.95 s22 w0.5 c5	0.4915	0.5468	0.0851	12.06%	False
hybrid c0.95 s22 w0.5 c10	-0.0554	-0.0503	-0.0132	12.06%	False
hybrid c0.95 s25 w0.1 c5	0.4767	0.5304	0.0836	12.06%	False
hybrid c0.95 s25 w0.1 c10	-0.0591	-0.0536	-0.0140	12.06%	False
hybrid c0.95 s25 w0.2 c5	0.4767	0.5304	0.0836	12.06%	False
hybrid c0.95 s25 w0.2 c10	-0.0591	-0.0536	-0.0140	12.06%	False
hybrid c0.95 s25 w0.3 c5	0.4767	0.5304	0.0836	12.06%	False
hybrid c0.95 s25 w0.3 c10	-0.0591	-0.0536	-0.0140	12.06%	False
hybrid c0.95 s25 w0.4 c5	0.4767	0.5304	0.0836	12.06%	False
hybrid c0.95 s25 w0.4 c10	-0.0591	-0.0536	-0.0140	12.06%	False
hybrid c0.95 s25 w0.5 c5	0.4767	0.5304	0.0836	12.06%	False
hybrid c0.95 s25 w0.5 c10	-0.0591	-0.0536	-0.0140	12.06%	False
hybrid c1.00 s10 w0.1 c5	0.5313	0.5911	0.0887	12.06%	False
hybrid c1.00 s10 w0.1 c10	-0.0542	-0.0493	-0.0122	12.06%	False
hybrid c1.00 s10 w0.2 c5	0.5313	0.5911	0.0887	12.06%	False
hybrid c1.00 s10 w0.2 c10	-0.0542	-0.0493	-0.0122	12.06%	False
hybrid c1.00 s10 w0.3 c5	0.5313	0.5911	0.0887	12.06%	False
hybrid c1.00 s10 w0.3 c10	-0.0542	-0.0493	-0.0122	12.06%	False
hybrid c1.00 s10 w0.4 c5	0.5313	0.5911	0.0887	12.06%	False
hybrid c1.00 s10 w0.4 c10	-0.0542	-0.0493	-0.0122	12.06%	False
hybrid c1.00 s10 w0.5 c5	0.5313	0.5911	0.0887	12.06%	False
hybrid c1.00 s10 w0.5 c10	-0.0542	-0.0493	-0.0122	12.06%	False
hybrid c1.00 s12 w0.1 c5	0.5440	0.6053	0.0918	12.06%	False
hybrid c1.00 s12 w0.1 c10	-0.0290	-0.0264	-0.0089	12.06%	False
hybrid c1.00 s12 w0.2 c5	0.5440	0.6053	0.0918	12.06%	False
hybrid c1.00 s12 w0.2 c10	-0.0290	-0.0264	-0.0089	12.06%	False
hybrid c1.00 s12 w0.3 c5	0.5440	0.6053	0.0918	12.06%	False
hybrid c1.00 s12 w0.3 c10	-0.0290	-0.0264	-0.0089	12.06%	False
hybrid c1.00 s12 w0.4 c5	0.5440	0.6053	0.0918	12.06%	False
hybrid c1.00 s12 w0.4 c10	-0.0290	-0.0264	-0.0089	12.06%	False
hybrid c1.00 s12 w0.5 c5	0.5440	0.6053	0.0918	12.06%	False
hybrid c1.00 s12 w0.5 c10	-0.0290	-0.0264	-0.0089	12.06%	False
hybrid c1.00 s14 w0.1 c5	0.5561	0.6186	0.0947	12.06%	False
hybrid c1.00 s14 w0.1 c10	-0.0069	-0.0063	-0.0059	12.06%	False
hybrid c1.00 s14 w0.2 c5	0.5561	0.6186	0.0947	12.06%	False
hybrid c1.00 s14 w0.2 c10	-0.0069	-0.0063	-0.0059	12.06%	False
hybrid c1.00 s14 w0.3 c5	0.5561	0.6186	0.0947	12.06%	False
hybrid c1.00 s14 w0.3 c10	-0.0069	-0.0063	-0.0059	12.06%	False
hybrid c1.00 s14 w0.4 c5	0.5561	0.6186	0.0947	12.06%	False
hybrid c1.00 s14 w0.4 c10	-0.0069	-0.0063	-0.0059	12.06%	False
hybrid c1.00 s14 w0.5 c5	0.5561	0.6186	0.0947	12.06%	False
hybrid c1.00 s14 w0.5 c10	-0.0069	-0.0063	-0.0059	12.06%	False
hybrid c1.00 s16 w0.1 c5	0.5662	0.6299	0.0970	12.06%	False
hybrid c1.00 s16 w0.1 c10	0.0089	0.0099	-0.0034	12.06%	False
hybrid c1.00 s16 w0.2 c5	0.5662	0.6299	0.0970	12.06%	False
hybrid c1.00 s16 w0.2 c10	0.0089	0.0099	-0.0034	12.06%	False
hybrid c1.00 s16 w0.3 c5	0.5662	0.6299	0.0970	12.06%	False
hybrid c1.00 s16 w0.3 c10	0.0089	0.0099	-0.0034	12.06%	False
hybrid c1.00 s16 w0.4 c5	0.5662	0.6299	0.0970	12.06%	False
hybrid c1.00 s16 w0.4 c10	0.0089	0.0099	-0.0034	12.06%	False
hybrid c1.00 s16 w0.5 c5	0.5662	0.6299	0.0970	12.06%	False
hybrid c1.00 s16 w0.5 c10	0.0089	0.0099	-0.0034	12.06%	False
hybrid c1.00 s18 w0.1 c5	0.5557	0.6182	0.0956	12.06%	False
hybrid c1.00 s18 w0.1 c10	0.0045	0.0050	-0.0043	12.06%	False
hybrid c1.00 s18 w0.2 c5	0.5557	0.6182	0.0956	12.06%	False
hybrid c1.00 s18 w0.2 c10	0.0045	0.0050	-0.0043	12.06%	False
hybrid c1.00 s18 w0.3 c5	0.5557	0.6182	0.0956	12.06%	False
hybrid c1.00 s18 w0.3 c10	0.0045	0.0050	-0.0043	12.06%	False
hybrid c1.00 s18 w0.4 c5	0.5557	0.6182	0.0956	12.06%	False
hybrid c1.00 s18 w0.4 c10	0.0045	0.0050	-0.0043	12.06%	False
hybrid c1.00 s18 w0.5 c5	0.5557	0.6182	0.0956	12.06%	False
hybrid c1.00 s18 w0.5 c10	0.0045	0.0050	-0.0043	12.06%	False
hybrid c1.00 s20 w0.1 c5	0.5193	0.5777	0.0895	12.06%	False
hybrid c1.00 s20 w0.1 c10	-0.0299	-0.0271	-0.0094	12.06%	False
hybrid c1.00 s20 w0.2 c5	0.5193	0.5777	0.0895	12.06%	False
hybrid c1.00 s20 w0.2 c10	-0.0299	-0.0271	-0.0094	12.06%	False
hybrid c1.00 s20 w0.3 c5	0.5193	0.5777	0.0895	12.06%	False
hybrid c1.00 s20 w0.3 c10	-0.0299	-0.0271	-0.0094	12.06%	False
hybrid c1.00 s20 w0.4 c5	0.5193	0.5777	0.0895	12.06%	False
hybrid c1.00 s20 w0.4 c10	-0.0299	-0.0271	-0.0094	12.06%	False
hybrid c1.00 s20 w0.5 c5	0.5193	0.5777	0.0895	12.06%	False
hybrid c1.00 s20 w0.5 c10	-0.0299	-0.0271	-0.0094	12.06%	False
hybrid c1.00 s22 w0.1 c5	0.4915	0.5468	0.0851	12.06%	False
hybrid c1.00 s22 w0.1 c10	-0.0554	-0.0503	-0.0132	12.06%	False
hybrid c1.00 s22 w0.2 c5	0.4915	0.5468	0.0851	12.06%	False
hybrid c1.00 s22 w0.2 c10	-0.0554	-0.0503	-0.0132	12.06%	False
hybrid c1.00 s22 w0.3 c5	0.4915	0.5468	0.0851	12.06%	False
hybrid c1.00 s22 w0.3 c10	-0.0554	-0.0503	-0.0132	12.06%	False
hybrid c1.00 s22 w0.4 c5	0.4915	0.5468	0.0851	12.06%	False
hybrid c1.00 s22 w0.4 c10	-0.0554	-0.0503	-0.0132	12.06%	False
hybrid c1.00 s22 w0.5 c5	0.4915	0.5468	0.0851	12.06%	False
hybrid c1.00 s22 w0.5 c10	-0.0554	-0.0503	-0.0132	12.06%	False
hybrid c1.00 s25 w0.1 c5	0.4767	0.5304	0.0836	12.06%	False
hybrid c1.00 s25 w0.1 c10	-0.0591	-0.0536	-0.0140	12.06%	False
hybrid c1.00 s25 w0.2 c5	0.4767	0.5304	0.0836	12.06%	False
hybrid c1.00 s25 w0.2 c10	-0.0591	-0.0536	-0.0140	12.06%	False
hybrid c1.00 s25 w0.3 c5	0.4767	0.5304	0.0836	12.06%	False
hybrid c1.00 s25 w0.3 c10	-0.0591	-0.0536	-0.0140	12.06%	False
hybrid c1.00 s25 w0.4 c5	0.4767	0.5304	0.0836	12.06%	False
hybrid c1.00 s25 w0.4 c10	-0.0591	-0.0536	-0.0140	12.06%	False
hybrid c1.00 s25 w0.5 c5	0.4767	0.5304	0.0836	12.06%	False
hybrid c1.00 s25 w0.5 c10	-0.0591	-0.0536	-0.0140	12.06%	False
hybrid c1.02 s10 w0.1 c5	0.4211	0.4685	0.0585	8.46%	False
hybrid c1.02 s10 w0.1 c10	-0.3567	-0.3240	-0.0444	8.46%	False
hybrid c1.02 s10 w0.2 c5	0.4211	0.4685	0.0585	8.46%	False
hybrid c1.02 s10 w0.2 c10	-0.3567	-0.3240	-0.0444	8.46%	False
hybrid c1.02 s10 w0.3 c5	0.4211	0.4685	0.0585	8.46%	False
hybrid c1.02 s10 w0.3 c10	-0.3567	-0.3240	-0.0444	8.46%	False
hybrid c1.02 s10 w0.4 c5	0.4211	0.4685	0.0585	8.46%	False
hybrid c1.02 s10 w0.4 c10	-0.3567	-0.3240	-0.0444	8.46%	False
hybrid c1.02 s10 w0.5 c5	0.4211	0.4685	0.0585	8.46%	False
hybrid c1.02 s10 w0.5 c10	-0.3567	-0.3240	-0.0444	8.46%	False
hybrid c1.02 s12 w0.1 c5	0.4400	0.4895	0.0620	8.46%	False
hybrid c1.02 s12 w0.1 c10	-0.3233	-0.2936	-0.0411	8.46%	False
hybrid c1.02 s12 w0.2 c5	0.4400	0.4895	0.0620	8.46%	False
hybrid c1.02 s12 w0.2 c10	-0.3233	-0.2936	-0.0411	8.46%	False
hybrid c1.02 s12 w0.3 c5	0.4400	0.4895	0.0620	8.46%	False
hybrid c1.02 s12 w0.3 c10	-0.3233	-0.2936	-0.0411	8.46%	False
hybrid c1.02 s12 w0.4 c5	0.4400	0.4895	0.0620	8.46%	False
hybrid c1.02 s12 w0.4 c10	-0.3233	-0.2936	-0.0411	8.46%	False
hybrid c1.02 s12 w0.5 c5	0.4400	0.4895	0.0620	8.46%	False
hybrid c1.02 s12 w0.5 c10	-0.3233	-0.2936	-0.0411	8.46%	False
hybrid c1.02 s14 w0.1 c5	0.4739	0.5272	0.0677	8.46%	False
hybrid c1.02 s14 w0.1 c10	-0.2740	-0.2488	-0.0357	8.46%	False
hybrid c1.02 s14 w0.2 c5	0.4739	0.5272	0.0677	8.46%	False
hybrid c1.02 s14 w0.2 c10	-0.2740	-0.2488	-0.0357	8.46%	False
hybrid c1.02 s14 w0.3 c5	0.4739	0.5272	0.0677	8.46%	False
hybrid c1.02 s14 w0.3 c10	-0.2740	-0.2488	-0.0357	8.46%	False
hybrid c1.02 s14 w0.4 c5	0.4739	0.5272	0.0677	8.46%	False
hybrid c1.02 s14 w0.4 c10	-0.2740	-0.2488	-0.0357	8.46%	False
hybrid c1.02 s14 w0.5 c5	0.4739	0.5272	0.0677	8.46%	False
hybrid c1.02 s14 w0.5 c10	-0.2740	-0.2488	-0.0357	8.46%	False
hybrid c1.02 s16 w0.1 c5	0.4775	0.5312	0.0685	8.46%	False
hybrid c1.02 s16 w0.1 c10	-0.2647	-0.2404	-0.0348	8.46%	False
hybrid c1.02 s16 w0.2 c5	0.4775	0.5312	0.0685	8.46%	False
hybrid c1.02 s16 w0.2 c10	-0.2647	-0.2404	-0.0348	8.46%	False
hybrid c1.02 s16 w0.3 c5	0.4775	0.5312	0.0685	8.46%	False
hybrid c1.02 s16 w0.3 c10	-0.2647	-0.2404	-0.0348	8.46%	False
hybrid c1.02 s16 w0.4 c5	0.4775	0.5312	0.0685	8.46%	False
hybrid c1.02 s16 w0.4 c10	-0.2647	-0.2404	-0.0348	8.46%	False
hybrid c1.02 s16 w0.5 c5	0.4775	0.5312	0.0685	8.46%	False
hybrid c1.02 s16 w0.5 c10	-0.2647	-0.2404	-0.0348	8.46%	False
hybrid c1.02 s18 w0.1 c5	0.4634	0.5155	0.0667	8.46%	False
hybrid c1.02 s18 w0.1 c10	-0.2741	-0.2489	-0.0361	8.46%	False
hybrid c1.02 s18 w0.2 c5	0.4634	0.5155	0.0667	8.46%	False
hybrid c1.02 s18 w0.2 c10	-0.2741	-0.2489	-0.0361	8.46%	False
hybrid c1.02 s18 w0.3 c5	0.4634	0.5155	0.0667	8.46%	False
hybrid c1.02 s18 w0.3 c10	-0.2741	-0.2489	-0.0361	8.46%	False
hybrid c1.02 s18 w0.4 c5	0.4634	0.5155	0.0667	8.46%	False
hybrid c1.02 s18 w0.4 c10	-0.2741	-0.2489	-0.0361	8.46%	False
hybrid c1.02 s18 w0.5 c5	0.4634	0.5155	0.0667	8.46%	False
hybrid c1.02 s18 w0.5 c10	-0.2741	-0.2489	-0.0361	8.46%	False
hybrid c1.02 s20 w0.1 c5	0.4311	0.4795	0.0623	8.46%	False
hybrid c1.02 s20 w0.1 c10	-0.3038	-0.2759	-0.0400	8.46%	False
hybrid c1.02 s20 w0.2 c5	0.4311	0.4795	0.0623	8.46%	False
hybrid c1.02 s20 w0.2 c10	-0.3038	-0.2759	-0.0400	8.46%	False
hybrid c1.02 s20 w0.3 c5	0.4311	0.4795	0.0623	8.46%	False
hybrid c1.02 s20 w0.3 c10	-0.3038	-0.2759	-0.0400	8.46%	False
hybrid c1.02 s20 w0.4 c5	0.4311	0.4795	0.0623	8.46%	False
hybrid c1.02 s20 w0.4 c10	-0.3038	-0.2759	-0.0400	8.46%	False
hybrid c1.02 s20 w0.5 c5	0.4311	0.4795	0.0623	8.46%	False
hybrid c1.02 s20 w0.5 c10	-0.3038	-0.2759	-0.0400	8.46%	False
hybrid c1.02 s22 w0.1 c5	0.4055	0.4511	0.0589	8.46%	False
hybrid c1.02 s22 w0.1 c10	-0.3245	-0.2947	-0.0430	8.46%	False
hybrid c1.02 s22 w0.2 c5	0.4055	0.4511	0.0589	8.46%	False
hybrid c1.02 s22 w0.2 c10	-0.3245	-0.2947	-0.0430	8.46%	False
hybrid c1.02 s22 w0.3 c5	0.4055	0.4511	0.0589	8.46%	False
hybrid c1.02 s22 w0.3 c10	-0.3245	-0.2947	-0.0430	8.46%	False
hybrid c1.02 s22 w0.4 c5	0.4055	0.4511	0.0589	8.46%	False
hybrid c1.02 s22 w0.4 c10	-0.3245	-0.2947	-0.0430	8.46%	False
hybrid c1.02 s22 w0.5 c5	0.4055	0.4511	0.0589	8.46%	False
hybrid c1.02 s22 w0.5 c10	-0.3245	-0.2947	-0.0430	8.46%	False
hybrid c1.02 s25 w0.1 c5	0.3896	0.4334	0.0573	8.46%	False
hybrid c1.02 s25 w0.1 c10	-0.3271	-0.2971	-0.0441	8.46%	False
hybrid c1.02 s25 w0.2 c5	0.3896	0.4334	0.0573	8.46%	False
hybrid c1.02 s25 w0.2 c10	-0.3271	-0.2971	-0.0441	8.46%	False
hybrid c1.02 s25 w0.3 c5	0.3896	0.4334	0.0573	8.46%	False
hybrid c1.02 s25 w0.3 c10	-0.3271	-0.2971	-0.0441	8.46%	False
hybrid c1.02 s25 w0.4 c5	0.3896	0.4334	0.0573	8.46%	False
hybrid c1.02 s25 w0.4 c10	-0.3271	-0.2971	-0.0441	8.46%	False
hybrid c1.02 s25 w0.5 c5	0.3896	0.4334	0.0573	8.46%	False
hybrid c1.02 s25 w0.5 c10	-0.3271	-0.2971	-0.0441	8.46%	False
canonical_vol sign1 s10 c5	1.4270	1.4270	0.2149	19.96%	True
canonical_vol sign1 s10 c10	1.0492	1.0492	0.1524	19.96%	False
canonical_vol sign1 s15 c5	1.3477	1.3477	0.2094	19.96%	True
canonical_vol sign1 s15 c10	1.0380	1.0380	0.1563	19.96%	False
canonical_vol sign1 s20 c5	1.3083	1.3083	0.2089	19.96%	True
canonical_vol sign1 s20 c10	1.0350	1.0350	0.1605	19.96%	False
canonical_vol sign1 s25 c5	1.4950	1.4950	0.2505	19.96%	True
canonical_vol sign1 s25 c10	1.2472	1.2472	0.2038	19.96%	True
canonical_vol sign1 s30 c5	1.5239	1.5239	0.2573	19.96%	True
canonical_vol sign1 s30 c10	1.2902	1.2902	0.2127	19.96%	True
canonical_vol sign-1 s10 c5	-2.1823	-2.1823	-0.2668	19.96%	False
canonical_vol sign-1 s10 c10	-2.5595	-2.5595	-0.3045	19.96%	False
canonical_vol sign-1 s15 c5	-1.9663	-1.9663	-0.2523	19.96%	False
canonical_vol sign-1 s15 c10	-2.2749	-2.2749	-0.2852	19.96%	False
canonical_vol sign-1 s20 c5	-1.8540	-1.8540	-0.2463	19.96%	False
canonical_vol sign-1 s20 c10	-2.1261	-2.1261	-0.2765	19.96%	False
canonical_vol sign-1 s25 c5	-1.9898	-1.9898	-0.2678	19.96%	False
canonical_vol sign-1 s25 c10	-2.2366	-2.2366	-0.2952	19.96%	False
canonical_vol sign-1 s30 c5	-1.9902	-1.9902	-0.2690	19.96%	False
canonical_vol sign-1 s30 c10	-2.2226	-2.2226	-0.2950	19.96%	False
mom_minus_vol sign1 s10 c5	-2.1808	-2.1808	-0.2414	19.96%	False
mom_minus_vol sign1 s10 c10	-2.7881	-2.7881	-0.2971	19.96%	False
mom_minus_vol sign1 s15 c5	-1.4020	-1.4020	-0.1735	19.96%	False
mom_minus_vol sign1 s15 c10	-1.8675	-1.8675	-0.2233	19.96%	False
mom_minus_vol sign1 s20 c5	-1.4509	-1.4509	-0.1865	19.96%	False
mom_minus_vol sign1 s20 c10	-1.8346	-1.8346	-0.2290	19.96%	False
mom_minus_vol sign1 s25 c5	-1.7776	-1.7776	-0.2302	19.96%	False
mom_minus_vol sign1 s25 c10	-2.1123	-2.1123	-0.2667	19.96%	False
mom_minus_vol sign1 s30 c5	-1.7996	-1.7996	-0.2368	19.96%	False
mom_minus_vol sign1 s30 c10	-2.1080	-2.1080	-0.2710	19.96%	False
mom_minus_vol sign-1 s10 c5	0.9599	0.9599	0.1227	19.96%	False
mom_minus_vol sign-1 s10 c10	0.3478	0.3478	0.0402	19.96%	False
mom_minus_vol sign-1 s15 c5	0.4671	0.4671	0.0591	19.96%	False
mom_minus_vol sign-1 s15 c10	-0.0017	-0.0017	-0.0046	19.96%	False
mom_minus_vol sign-1 s20 c5	0.6806	0.6806	0.0936	19.96%	False
mom_minus_vol sign-1 s20 c10	0.2943	0.2943	0.0366	19.96%	False
mom_minus_vol sign-1 s25 c5	1.1063	1.1063	0.1666	19.96%	False
mom_minus_vol sign-1 s25 c10	0.7699	0.7699	0.1114	19.96%	False
mom_minus_vol sign-1 s30 c5	1.1804	1.1804	0.1828	19.96%	True
mom_minus_vol sign-1 s30 c10	0.8698	0.8698	0.1300	19.96%	False
mom_resid_vol sign1 s10 c5	0.7354	0.7354	0.0835	19.96%	False
mom_resid_vol sign1 s10 c10	-0.1029	-0.1029	-0.0148	19.96%	False
mom_resid_vol sign1 s15 c5	1.4467	1.4467	0.1778	19.96%	True
mom_resid_vol sign1 s15 c10	0.7633	0.7633	0.0886	19.96%	False
mom_resid_vol sign1 s20 c5	1.2901	1.2901	0.1566	19.96%	False
mom_resid_vol sign1 s20 c10	0.6878	0.6878	0.0790	19.96%	False
mom_resid_vol sign1 s25 c5	0.8958	0.8958	0.1108	19.96%	False
mom_resid_vol sign1 s25 c10	0.3759	0.3759	0.0428	19.96%	False
mom_resid_vol sign1 s30 c5	0.9440	0.9440	0.1212	19.96%	False
mom_resid_vol sign1 s30 c10	0.4734	0.4734	0.0570	19.96%	False
mom_resid_vol sign-1 s10 c5	-2.4141	-2.4141	-0.2420	19.96%	False
mom_resid_vol sign-1 s10 c10	-3.2512	-3.2512	-0.3108	19.96%	False
mom_resid_vol sign-1 s15 c5	-2.8155	-2.8155	-0.2797	19.96%	False
mom_resid_vol sign-1 s15 c10	-3.4992	-3.4992	-0.3344	19.96%	False
mom_resid_vol sign-1 s20 c5	-2.4969	-2.4969	-0.2525	19.96%	False
mom_resid_vol sign-1 s20 c10	-3.1003	-3.1003	-0.3027	19.96%	False
mom_resid_vol sign-1 s25 c5	-1.9365	-1.9365	-0.2124	19.96%	False
mom_resid_vol sign-1 s25 c10	-2.4565	-2.4565	-0.2606	19.96%	False
mom_resid_vol sign-1 s30 c5	-1.8872	-1.8872	-0.2136	19.96%	False
mom_resid_vol sign-1 s30 c10	-2.3593	-2.3593	-0.2587	19.96%	False
radial_distance sign1 s10 c5	0.3317	0.3317	0.0273	19.96%	False
radial_distance sign1 s10 c10	-0.2042	-0.2042	-0.0195	19.96%	False
radial_distance sign1 s15 c5	0.5194	0.5194	0.0452	19.96%	False
radial_distance sign1 s15 c10	0.0646	0.0646	0.0038	19.96%	False
radial_distance sign1 s20 c5	0.3900	0.3900	0.0334	19.96%	False
radial_distance sign1 s20 c10	-0.0271	-0.0271	-0.0044	19.96%	False
radial_distance sign1 s25 c5	0.2422	0.2422	0.0202	19.96%	False
radial_distance sign1 s25 c10	-0.1439	-0.1439	-0.0151	19.96%	False
radial_distance sign1 s30 c5	0.1299	0.1299	0.0099	19.96%	False
radial_distance sign1 s30 c10	-0.2356	-0.2356	-0.0235	19.96%	False
radial_distance sign-1 s10 c5	-1.3999	-1.3999	-0.1166	19.96%	False
radial_distance sign-1 s10 c10	-1.9312	-1.9312	-0.1568	19.96%	False
radial_distance sign-1 s15 c5	-1.4256	-1.4256	-0.1212	19.96%	False
radial_distance sign-1 s15 c10	-1.8762	-1.8762	-0.1561	19.96%	False
radial_distance sign-1 s20 c5	-1.2214	-1.2214	-0.1056	19.96%	False
radial_distance sign-1 s20 c10	-1.6348	-1.6348	-0.1383	19.96%	False
radial_distance sign-1 s25 c5	-1.0108	-1.0108	-0.0901	19.96%	False
radial_distance sign-1 s25 c10	-1.3925	-1.3925	-0.1216	19.96%	False
radial_distance sign-1 s30 c5	-0.8580	-0.8580	-0.0780	19.96%	False
radial_distance sign-1 s30 c10	-1.2199	-1.2199	-0.1085	19.96%	False
hybrid soft s14 w0.2	-0.0069	-0.0063	-0.0059	12.06%	False
hybrid soft s14 w0.3	-0.0069	-0.0063	-0.0059	12.06%	False
hybrid soft s14 w0.4	-0.0069	-0.0063	-0.0059	12.06%	False
hybrid soft s16 w0.2	0.0089	0.0099	-0.0034	12.06%	False
hybrid soft s16 w0.3	0.0089	0.0099	-0.0034	12.06%	False
hybrid soft s16 w0.4	0.0089	0.0099	-0.0034	12.06%	False
hybrid soft s18 w0.2	0.0045	0.0050	-0.0043	12.06%	False
hybrid soft s18 w0.3	0.0045	0.0050	-0.0043	12.06%	False
hybrid soft s18 w0.4	0.0045	0.0050	-0.0043	12.06%	False
hybrid soft s20 w0.2	-0.0299	-0.0271	-0.0094	12.06%	False
hybrid soft s20 w0.3	-0.0299	-0.0271	-0.0094	12.06%	False
hybrid soft s20 w0.4	-0.0299	-0.0271	-0.0094	12.06%	False
